Player,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,2P%,eFG%,FT%,Season,Salary,Rating,Cap Maximum,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Jrue Holiday,28,67,67,35.9,8.2,17.3,1.8,5.4,6.4,11.9,3.1,4.0,1.1,3.9,5.0,7.7,1.6,0.8,3.1,2.2,21.2,0.474,0.333,0.538,0.526,0.775,2019,36.862,85,109.14,0,0,0,0,1
Julius Randle,24,73,49,30.6,7.8,14.9,0.9,2.7,6.9,12.2,4.9,6.7,2.2,6.5,8.7,3.1,0.7,0.6,2.8,3.4,21.4,0.523,0.333,0.566,0.554,0.731,2019,28.227,80,109.14,0,1,0,0,0
Justin Holiday,29,164,154,95.8,11.1,28.6,6.1,17.2,5.0,11.4,3.5,3.9,1.7,10.2,11.8,5.4,4.5,1.3,3.8,6.0,31.6,0.388,0.355,0.439,0.495,0.897,2019,3.196,74,109.14,0,0,0,0,1
Justin Jackson,23,162,28,59.0,8.3,18.3,3.3,9.1,5.0,9.2,2.3,3.0,1.7,6.0,7.7,3.5,1.1,0.5,1.0,3.6,22.1,0.454,0.363,0.543,0.544,0.767,2019,0.145,73,109.14,0,0,0,1,0
Justise Winslow,22,132,104,59.4,9.8,22.6,3.0,7.8,7.0,15.0,2.6,4.2,2.0,8.8,10.8,8.6,2.2,0.6,4.4,5.4,25.2,0.434,0.385,0.467,0.5,0.619,2019,0.166,76,109.14,0,0,0,1,0
Jusuf Nurkic,24,72,72,27.4,5.8,11.5,0.0,0.4,5.8,11.1,3.9,5.1,3.4,7.0,10.4,3.2,1.0,1.4,2.3,3.5,15.6,0.504,0.0,0.523,0.504,0.765,2019,16.875,79,109.14,1,0,0,0,0
Karl-Anthony Towns,23,77,77,33.1,8.8,17.1,1.8,4.6,7.0,12.5,4.9,5.8,3.4,9.0,12.4,3.4,0.9,1.6,3.1,3.8,24.4,0.515,0.391,0.56,0.567,0.845,2019,36.016,91,109.14,1,0,0,0,0
Kawhi Leonard,27,84,84,73.1,19.4,39.5,4.2,11.0,15.3,28.4,14.1,16.1,3.6,12.8,16.4,7.2,3.5,1.1,5.1,3.8,57.1,0.491,0.382,0.539,0.544,0.876,2019,45.64,94,109.14,0,0,0,1,0
Keita Bates-Diop,23,30,3,16.8,2.0,4.7,0.4,1.7,1.6,3.0,0.6,0.9,0.5,2.2,2.8,0.6,0.6,0.5,0.5,1.0,5.0,0.426,0.235,0.533,0.468,0.667,2019,2.347,70,109.14,0,0,0,1,0
Kelly Olynyk,27,79,36,22.9,3.3,7.1,1.4,4.0,1.9,3.1,1.9,2.3,0.9,3.8,4.7,1.8,0.7,0.5,1.4,2.3,10.0,0.465,0.35,0.613,0.563,0.826,2019,12.195,77,109.14,0,1,0,0,0
Kelly Oubre,23,138,38,83.5,16.1,36.1,4.7,14.7,11.4,21.6,8.0,10.4,3.0,11.0,14.0,3.5,3.5,2.6,4.3,7.8,45.0,0.446,0.32,0.528,0.511,0.769,2019,2.891,76,109.14,0,0,0,1,0
Kentavious Caldwell-Pope,25,82,23,24.8,4.0,9.2,1.8,5.3,2.1,3.9,1.7,1.9,0.6,2.3,2.9,1.3,0.9,0.2,0.8,1.7,11.4,0.435,0.34,0.538,0.533,0.895,2019,14.705,76,109.14,0,0,0,0,1
Kevin Durant,30,90,90,71.4,19.6,38.0,4.7,11.7,15.0,26.4,14.2,15.9,0.5,10.7,11.3,10.4,1.8,2.1,6.5,5.2,58.3,0.516,0.402,0.568,0.578,0.893,2019,47.649,97,109.14,0,0,0,1,0
Kevin Huerter,20,150,118,54.6,7.4,17.6,3.6,9.4,3.8,8.2,1.0,1.4,1.6,5.0,6.6,5.8,1.8,0.6,3.0,4.2,19.4,0.42,0.383,0.463,0.523,0.714,2019,15.67,71,109.14,0,0,0,0,1
Kevin Knox,19,75,57,28.8,4.5,12.2,1.7,4.9,2.8,7.3,2.2,3.0,0.8,3.7,4.5,1.1,0.6,0.3,1.5,2.3,12.8,0.369,0.347,0.384,0.439,0.733,2019,2.144,75,109.14,0,1,0,0,0
Kevin Love,30,22,21,27.2,5.0,12.9,2.4,6.7,2.5,6.2,4.7,5.2,1.5,9.4,10.9,2.2,0.3,0.2,1.9,2.5,17.0,0.388,0.358,0.403,0.481,0.904,2019,3.836,86,109.14,0,1,0,0,0
Kevon Looney,22,101,25,39.1,5.7,8.7,0.0,0.1,5.7,8.6,1.8,2.7,4.4,5.3,9.7,2.5,1.2,1.2,1.2,5.0,13.4,0.655,0.0,0.663,0.655,0.667,2019,7.5,71,109.14,1,0,0,0,0
Khem Birch,26,55,1,31.3,3.8,6.6,0.0,0.0,3.8,6.6,2.4,3.1,3.4,6.6,10.0,1.6,0.6,1.6,1.6,3.0,10.0,0.576,0.0,0.576,0.576,0.774,2019,6.985,71,109.14,1,0,0,0,0
Khris Middleton,27,92,92,65.4,12.2,28.3,5.0,12.3,7.1,16.1,5.9,6.9,1.2,11.0,12.3,8.7,1.6,0.1,4.2,5.1,35.2,0.431,0.407,0.441,0.519,0.855,2019,29.321,84,109.14,0,0,0,1,0
Klay Thompson,28,99,99,73.0,16.2,35.1,6.4,15.2,9.8,19.9,3.5,4.0,1.1,6.9,7.9,4.5,2.4,1.3,3.3,4.8,42.2,0.462,0.421,0.492,0.553,0.875,2019,43.219,89,109.14,0,0,0,0,1
Kris Dunn,24,46,44,30.2,4.7,11.0,0.7,2.1,3.9,8.9,1.2,1.5,0.4,3.7,4.1,6.0,1.5,0.5,2.3,3.6,11.3,0.427,0.333,0.438,0.459,0.8,2019,2.586,78,109.14,0,0,1,0,0
Kyle Anderson,25,43,40,29.8,3.5,6.4,0.2,0.8,3.3,5.6,0.9,1.5,1.1,4.7,5.8,3.0,1.3,0.9,1.3,2.6,8.0,0.547,0.25,0.589,0.562,0.6,2019,9.22,77,109.14,0,0,0,1,0
Kyle Kuzma,23,70,68,33.1,7.1,15.5,1.8,6.0,5.3,9.5,2.7,3.6,0.9,4.6,5.5,2.5,0.6,0.4,1.9,2.4,18.7,0.458,0.3,0.558,0.516,0.75,2019,25.568,80,109.14,0,1,0,0,0
Kyle Lowry,32,89,89,71.5,9.8,23.0,4.6,13.0,5.2,9.9,5.2,6.4,1.5,8.2,9.7,15.3,2.7,0.8,5.0,6.6,29.2,0.426,0.354,0.525,0.526,0.812,2019,29.683,85,109.14,0,0,1,0,0
Kyrie Irving,26,85,85,106.4,24.4,58.3,6.6,19.3,17.8,38.8,11.2,12.5,2.3,11.7,13.8,20.9,4.1,1.3,8.8,8.3,66.4,0.419,0.342,0.459,0.475,0.896,2019,37.037,93,109.14,0,0,1,0,0
Landry Shamet,21,164,60,100.1,11.5,28.2,8.3,20.7,3.2,7.5,4.6,5.5,1.1,6.4,7.3,6.6,2.4,0.3,3.1,8.5,36.0,0.408,0.401,0.427,0.555,0.836,2019,10.25,71,109.14,0,0,0,0,1
Larry Nance Jr,26,67,30,26.8,3.7,7.1,0.5,1.5,3.2,5.7,1.4,2.0,2.5,5.7,8.2,3.2,1.5,0.6,1.4,2.9,9.4,0.521,0.333,0.561,0.556,0.7,2019,10.375,77,109.14,1,0,0,0,0
Lauri Markkanen,21,52,51,32.3,6.6,15.3,2.3,6.4,4.3,8.9,3.3,3.8,1.4,7.6,9.0,1.4,0.7,0.6,1.6,2.3,18.7,0.431,0.359,0.483,0.507,0.868,2019,17.26,82,109.14,0,1,0,0,0
LeBron James,34,55,55,35.2,10.1,19.9,2.0,5.9,8.1,14.0,5.1,7.6,1.0,7.4,8.5,8.3,1.3,0.6,3.6,1.7,27.4,0.508,0.339,0.579,0.558,0.671,2019,47.607,98,109.14,0,0,0,1,0
Lonzo Ball,21,47,45,30.3,3.9,9.7,1.6,4.9,2.3,4.9,0.4,1.0,1.1,4.2,5.3,5.4,1.5,0.4,2.2,2.4,9.9,0.402,0.327,0.469,0.485,0.4,2019,20.465,79,109.14,0,0,1,0,0
Luka Doncic,19,72,72,32.2,7.0,16.5,2.3,7.1,4.7,9.3,4.8,6.7,1.2,6.6,7.8,6.0,1.1,0.3,3.4,1.9,21.2,0.424,0.324,0.505,0.494,0.716,2019,40.064,79,109.14,0,0,0,0,1
Luke Kennard,22,130,22,78.9,13.0,28.4,5.7,12.4,7.3,16.0,2.9,3.5,0.4,9.4,9.8,5.4,1.6,0.7,2.6,4.5,34.4,0.458,0.46,0.456,0.558,0.829,2019,14.764,72,109.14,0,0,0,0,1
Luke Kornet,23,46,18,17.0,2.3,6.2,1.5,4.2,0.8,2.0,0.8,1.0,0.6,2.3,2.9,1.2,0.6,0.9,0.5,0.9,7.0,0.371,0.357,0.4,0.492,0.8,2019,2.413,65,109.14,1,0,0,0,0
Malcolm Brogdon,26,71,66,56.9,10.9,22.8,3.6,9.1,7.3,13.8,3.2,4.0,1.9,7.5,9.4,6.6,1.4,0.3,2.8,3.9,28.6,0.478,0.396,0.529,0.557,0.8,2019,22.5,79,109.14,0,0,0,0,1
Malik Beasley,22,95,18,43.3,6.9,15.7,3.4,8.4,3.5,7.4,2.3,3.0,1.2,4.6,5.9,2.2,0.9,0.2,1.2,2.8,19.4,0.439,0.405,0.473,0.548,0.767,2019,2.71,72,109.14,0,0,0,0,1
Malik Monk,20,73,0,17.2,3.1,8.0,1.5,4.5,1.6,3.5,1.2,1.4,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9,0.388,0.333,0.457,0.481,0.857,2019,9.946,74,109.14,0,0,0,0,1
Marcus Morris,29,84,57,56.1,9.6,20.1,3.9,9.6,5.7,10.4,4.5,5.7,2.3,11.9,14.2,2.7,0.7,0.9,2.0,4.8,27.6,0.478,0.406,0.548,0.575,0.789,2019,16.804,77,109.14,0,1,0,0,0
Marcus Smart,24,82,60,43.5,3.5,12.6,2.1,9.8,1.4,2.8,3.3,4.6,2.7,2.2,4.9,6.0,3.3,0.4,3.0,4.0,12.4,0.278,0.214,0.5,0.361,0.717,2019,18.584,78,109.14,0,0,0,0,1
Markelle Fultz,20,19,15,22.5,3.4,8.2,0.2,0.7,3.2,7.4,1.1,1.9,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2,0.415,0.286,0.432,0.427,0.579,2019,17.0,76,109.14,0,0,0,0,1
Markieff Morris,29,121,32,75.8,11.2,27.6,3.8,11.6,7.4,16.0,4.9,6.3,3.9,12.2,16.1,5.0,2.0,1.7,3.0,10.6,31.2,0.406,0.328,0.462,0.475,0.778,2019,3.196,77,109.14,0,1,0,0,0
Mason Plumlee,28,96,17,36.7,4.9,8.8,0.0,0.2,4.9,8.6,2.5,4.4,3.9,7.0,10.8,4.5,1.3,1.6,2.1,5.9,12.4,0.557,0.0,0.57,0.557,0.568,2019,5.0,76,109.14,1,0,0,0,0
Maxi Kleber,27,71,18,21.2,2.5,5.4,1.1,3.1,1.4,2.4,0.8,1.0,1.3,3.4,4.6,1.0,0.5,1.1,0.8,2.0,6.8,0.463,0.355,0.583,0.565,0.8,2019,11.0,73,109.14,0,1,0,0,0
Mikal Bridges,22,82,56,29.5,3.0,6.9,1.3,3.8,1.7,3.0,1.2,1.4,0.7,2.5,3.2,2.1,1.6,0.5,0.9,2.5,8.3,0.435,0.342,0.567,0.529,0.857,2019,21.7,74,109.14,0,0,0,1,0
Mike Conley,31,70,70,33.5,7.0,16.0,2.2,6.1,4.8,9.9,4.9,5.8,0.6,2.8,3.4,6.4,1.3,0.3,1.9,1.8,21.1,0.438,0.361,0.485,0.506,0.845,2019,24.36,83,109.14,0,0,1,0,0
Mike Muscala,27,128,20,58.1,6.7,16.4,4.0,11.6,2.7,4.8,2.8,3.4,2.4,8.3,10.7,3.3,0.9,1.8,2.0,5.5,20.3,0.409,0.345,0.563,0.53,0.824,2019,3.445,74,109.14,0,1,0,0,0
Miles Bridges,20,80,25,21.2,3.0,6.4,0.8,2.5,2.2,3.9,0.7,1.0,0.8,3.2,4.0,1.2,0.7,0.6,0.6,1.4,7.5,0.469,0.32,0.564,0.531,0.7,2019,7.921,74,109.14,0,0,0,1,0
Mitchell Robinson,20,66,19,20.6,3.1,4.4,0.0,0.0,3.1,4.4,1.2,2.0,2.7,3.7,6.4,0.6,0.8,2.4,0.5,3.3,7.3,0.705,0.0,0.705,0.705,0.6,2019,15.682,70,109.14,1,0,0,0,0
Mo Bamba,20,47,1,16.3,2.5,5.2,0.4,1.5,2.0,3.7,0.8,1.3,1.4,3.6,5.0,0.8,0.3,1.4,0.9,2.2,6.2,0.481,0.267,0.541,0.519,0.615,2019,2.347,77,109.14,1,0,0,0,0
Monte Morris,23,96,6,40.0,6.6,14.7,1.1,3.7,5.5,11.0,1.4,1.9,0.6,3.0,3.8,6.2,1.3,0.1,1.0,2.3,15.8,0.449,0.297,0.5,0.486,0.737,2019,9.801,70,109.14,0,0,1,0,0
Montrezl Harrell,25,88,5,52.6,14.4,21.3,0.0,0.4,14.3,20.9,6.2,9.3,4.2,7.8,12.0,4.2,1.4,2.0,2.9,6.3,34.9,0.676,0.0,0.684,0.676,0.667,2019,2.02,76,109.14,1,0,0,0,0
Moritz Wagner,21,43,5,10.4,1.7,4.0,0.5,1.8,1.1,2.2,1.0,1.2,0.4,1.6,2.0,0.6,0.3,0.3,0.9,1.3,4.8,0.425,0.278,0.5,0.488,0.833,2019,8.0,72,109.14,1,0,0,0,0
Myles Turner,22,78,78,60.1,8.6,19.3,1.8,6.1,6.9,13.2,4.0,6.0,2.4,11.1,13.5,3.1,0.8,4.5,2.2,6.1,23.1,0.446,0.295,0.523,0.492,0.667,2019,20.975,80,109.14,1,0,0,0,0
Nerlens Noel,24,82,2,25.7,4.5,7.6,0.0,0.0,4.5,7.6,0.7,1.4,3.8,4.2,8.0,0.6,1.3,1.8,1.6,4.0,9.7,0.592,0.0,0.592,0.592,0.5,2019,0.3,77,109.14,1,0,0,0,0
Nicolas Batum,30,75,72,31.4,3.4,7.5,1.5,4.0,1.8,3.5,1.0,1.2,0.9,4.3,5.2,3.3,0.9,0.6,1.6,1.9,9.3,0.453,0.375,0.514,0.553,0.833,2019,11.711,77,109.14,0,0,0,1,0
Nik Stauskas,25,136,0,44.5,5.9,14.7,3.1,8.2,2.7,6.5,2.5,2.9,0.8,4.8,5.7,3.4,0.9,0.3,2.2,2.2,17.5,0.401,0.378,0.415,0.507,0.862,2019,0.702,71,109.14,0,0,0,0,1
Nikola Jokic,23,94,94,71.1,17.1,33.7,2.6,7.4,14.6,26.3,8.3,10.0,6.8,17.1,23.8,15.7,2.5,1.6,5.7,6.8,45.2,0.507,0.351,0.555,0.546,0.83,2019,47.607,89,109.14,1,0,0,0,0
Nikola Vucevic,28,85,85,60.8,13.0,28.5,1.7,5.5,11.3,23.0,4.4,5.6,4.6,15.4,20.0,6.8,1.4,2.1,4.6,4.4,32.0,0.456,0.309,0.491,0.486,0.786,2019,18.519,81,109.14,1,0,0,0,0
Norman Powell,25,83,3,34.7,5.6,12.2,2.1,5.5,3.5,6.6,1.6,2.1,0.5,4.1,4.5,2.6,1.1,0.2,1.6,2.9,15.1,0.459,0.382,0.53,0.545,0.762,2019,18.0,74,109.14,0,0,0,0,1
OG Anunoby,21,67,6,20.2,2.7,6.0,1.0,3.0,1.7,3.0,0.5,0.9,0.9,2.1,2.9,0.7,0.7,0.3,0.8,2.1,7.0,0.45,0.333,0.567,0.533,0.556,2019,18.643,76,109.14,0,0,0,1,0
Otto Porter,25,112,86,91.9,16.7,35.7,6.1,14.2,10.7,21.5,4.5,5.4,2.9,13.9,16.7,6.8,4.3,1.7,3.9,5.7,44.0,0.468,0.43,0.498,0.553,0.833,2019,6.3,81,109.14,0,0,0,1,0
PJ Tucker,33,93,93,72.9,6.1,14.4,4.2,9.9,2.0,4.5,2.2,2.8,3.2,10.1,13.3,2.9,3.3,1.2,1.5,6.3,18.7,0.424,0.424,0.444,0.569,0.786,2019,11.014,76,109.14,0,1,0,0,0
Pascal Siakam,24,128,127,106.1,21.5,43.8,3.4,11.3,18.1,32.3,8.6,11.0,5.0,16.3,21.1,8.7,2.9,2.1,4.7,8.6,54.9,0.491,0.301,0.56,0.53,0.782,2019,37.893,77,109.14,0,1,0,0,0
Pat Connaughton,26,76,2,42.3,5.2,10.8,2.1,6.1,3.1,4.8,0.8,1.2,1.7,8.7,10.4,3.4,0.9,1.3,1.0,2.2,13.1,0.481,0.344,0.646,0.579,0.667,2019,9.424,72,109.14,0,0,0,0,1
Patrick Beverley,30,84,55,59.9,5.8,13.9,3.6,8.6,2.3,5.3,2.2,2.9,2.3,10.7,13.0,8.5,1.9,1.6,2.8,6.9,17.4,0.417,0.419,0.434,0.547,0.759,2019,3.196,78,109.14,0,0,1,0,0
Paul George,28,82,82,77.7,18.0,41.2,6.8,19.2,11.2,21.9,13.9,16.8,2.6,14.2,16.8,7.7,3.6,0.6,6.7,7.0,56.6,0.437,0.354,0.511,0.519,0.827,2019,45.64,89,109.14,0,0,0,1,0
Reggie Bullock,27,145,136,115.8,14.6,35.6,8.5,23.3,6.0,12.1,4.3,5.0,1.0,9.7,10.7,6.7,2.7,1.1,3.4,6.7,42.0,0.41,0.365,0.496,0.529,0.86,2019,14.211,76,109.14,0,0,0,0,1
Reggie Jackson,28,86,86,54.9,12.4,29.1,4.4,11.0,8.1,18.0,4.0,4.7,1.8,4.1,5.9,11.2,1.5,0.1,3.1,5.5,33.2,0.426,0.4,0.45,0.502,0.851,2019,5.0,79,109.14,0,0,1,0,0
Richaun Holmes,25,70,4,16.9,3.2,5.2,0.0,0.0,3.2,5.2,1.8,2.5,1.6,3.1,4.7,0.9,0.6,1.1,0.7,2.8,8.2,0.615,0.0,0.615,0.615,0.72,2019,12.046,75,109.14,1,0,0,0,0
Ricky Rubio,28,73,72,61.5,9.9,23.9,2.0,7.7,8.0,16.2,6.3,7.4,1.1,5.7,6.8,14.7,3.7,0.3,5.6,5.4,28.1,0.414,0.26,0.494,0.456,0.851,2019,3.722,79,109.14,0,0,1,0,0
Robert Covington,28,70,70,102.9,13.1,30.4,7.2,19.0,5.8,11.4,5.5,7.3,2.3,14.1,16.4,3.9,6.2,4.2,4.1,10.8,39.1,0.431,0.379,0.509,0.549,0.753,2019,11.692,79,109.14,0,0,0,1,0
Robert Williams,21,35,2,13.1,1.4,2.3,0.0,0.0,1.4,2.3,1.0,1.2,1.1,3.7,4.8,0.2,0.3,1.3,0.3,1.4,3.8,0.609,0.0,0.609,0.609,0.833,2019,11.571,73,109.14,1,0,0,0,0
Robin Lopez,30,74,36,21.7,4.1,7.2,0.1,0.4,4.0,6.8,1.2,1.7,1.9,2.0,3.9,1.2,0.1,1.1,1.3,1.7,9.5,0.569,0.25,0.588,0.576,0.706,2019,3.196,77,109.14,1,0,0,0,0
Royce O'Neale,25,87,16,47.8,6.2,13.2,2.4,6.7,3.8,6.4,1.0,1.3,0.7,7.4,8.1,3.1,1.1,0.7,2.9,5.1,15.8,0.47,0.358,0.594,0.561,0.769,2019,9.5,74,109.14,0,0,0,1,0
Rudy Gay,32,76,51,52.3,9.4,20.8,2.2,5.4,7.3,15.4,3.7,4.5,2.8,11.2,13.9,4.3,1.2,1.2,3.1,4.2,24.8,0.452,0.407,0.474,0.505,0.822,2019,6.479,78,109.14,0,1,0,0,0
Rudy Gobert,26,86,85,62.2,9.7,15.2,0.0,0.0,9.7,15.2,7.7,11.0,8.4,14.6,23.1,3.4,1.4,4.9,3.4,6.1,27.1,0.638,0.0,0.638,0.638,0.7,2019,41.0,87,109.14,1,0,0,0,0
Russell Westbrook,30,78,78,75.4,16.6,42.4,3.8,12.4,12.8,29.9,8.7,11.4,2.9,17.0,19.9,21.3,2.9,1.1,9.1,7.2,45.7,0.392,0.306,0.428,0.436,0.763,2019,3.836,93,109.14,0,0,1,0,0
Seth Curry,28,90,2,39.3,4.8,11.4,2.8,6.7,1.9,4.8,1.2,1.4,0.7,2.6,3.2,1.7,1.3,0.5,1.2,3.0,13.5,0.421,0.418,0.396,0.544,0.857,2019,4.0,75,109.14,0,0,0,0,1
Shai Gilgeous-Alexander,20,88,79,55.3,8.9,18.7,2.1,4.7,6.7,14.0,4.7,5.7,1.4,4.1,5.5,6.5,2.2,1.3,2.5,4.9,24.5,0.476,0.447,0.479,0.532,0.825,2019,33.387,73,109.14,0,0,1,0,0
Shaquille Harrison,25,73,11,19.6,2.5,5.8,0.3,1.2,2.2,4.6,1.1,1.7,0.5,2.6,3.0,1.9,1.2,0.4,0.8,1.7,6.5,0.431,0.25,0.478,0.457,0.647,2019,0.145,69,109.14,0,0,0,0,1
Spencer Dinwiddie,25,141,8,82.4,16.2,36.8,5.4,15.6,10.8,21.0,10.4,13.2,1.6,6.0,7.4,10.8,1.6,0.6,6.0,7.6,48.2,0.44,0.346,0.514,0.514,0.788,2019,21.912,79,109.14,0,0,1,0,0
Stephen Curry,30,91,91,72.3,17.8,39.0,9.3,22.8,8.5,16.2,10.5,11.3,1.5,9.9,11.3,10.9,2.4,0.6,5.8,5.5,55.5,0.456,0.408,0.525,0.576,0.929,2019,51.916,95,109.14,0,0,1,0,0
Steven Adams,25,85,85,65.2,11.6,18.5,0.0,0.2,11.6,18.3,2.4,5.3,7.3,9.4,16.7,3.0,2.5,2.0,3.5,5.2,25.7,0.627,0.0,0.634,0.627,0.453,2019,12.6,84,109.14,1,0,0,0,0
TJ McConnell,26,85,3,27.6,4.2,8.5,0.2,0.6,4.0,8.0,0.4,0.5,0.5,2.5,3.0,4.6,1.2,0.3,1.3,1.8,9.1,0.494,0.333,0.5,0.506,0.8,2019,8.7,75,109.14,0,0,1,0,0
TJ Warren,25,43,36,31.6,6.9,14.2,1.8,4.2,5.1,10.0,2.3,2.9,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.8,18.0,0.486,0.429,0.51,0.549,0.793,2019,0.648,80,109.14,0,0,0,1,0
Taj Gibson,33,70,57,24.1,4.3,7.7,0.2,0.5,4.2,7.2,1.9,2.5,2.5,4.1,6.5,1.2,0.8,0.6,1.0,2.7,10.8,0.558,0.4,0.583,0.571,0.76,2019,4.776,76,109.14,0,1,0,0,0
Taurean Prince,24,55,47,28.2,4.8,10.8,2.2,5.7,2.5,5.1,1.7,2.1,0.4,3.2,3.6,2.1,1.0,0.3,1.8,2.6,13.5,0.444,0.386,0.49,0.546,0.81,2019,4.516,79,109.14,0,0,0,1,0
Terry Rozier,24,88,14,40.7,5.4,15.0,2.4,8.1,3.0,7.0,2.2,3.0,0.8,7.4,8.2,4.8,1.3,0.5,2.0,3.0,15.4,0.36,0.296,0.429,0.44,0.733,2019,23.205,79,109.14,0,0,1,0,0
Thaddeus Young,30,85,85,63.2,10.0,20.9,1.1,3.8,8.8,17.1,2.1,3.5,4.7,8.9,13.5,6.3,4.3,1.2,2.8,4.9,23.1,0.478,0.289,0.515,0.505,0.6,2019,9.01,78,109.14,0,1,0,0,0
Thomas Bryant,21,72,53,20.8,4.3,7.0,0.5,1.4,3.8,5.6,1.5,1.9,1.6,4.7,6.3,1.3,0.3,0.9,0.8,1.8,10.5,0.614,0.357,0.679,0.65,0.789,2019,2.528,68,109.14,1,0,0,0,0
Tim Hardaway Jr,26,130,126,93.6,17.8,45.2,7.4,22.0,10.4,23.1,9.6,11.6,1.5,8.6,10.1,7.0,2.3,0.3,4.7,6.3,52.7,0.394,0.336,0.45,0.476,0.828,2019,17.898,78,109.14,0,0,0,0,1
Tobias Harris,26,176,176,141.2,28.0,59.5,7.3,19.8,20.6,39.9,11.2,13.2,3.7,29.0,32.8,12.4,2.8,1.9,7.0,9.2,74.6,0.471,0.369,0.516,0.532,0.848,2019,39.27,82,109.14,0,1,0,0,0
Torrey Craig,28,89,48,43.6,4.5,9.7,2.0,5.1,2.4,4.7,1.3,2.0,2.7,5.9,8.6,1.9,1.0,1.0,1.0,5.0,12.3,0.464,0.392,0.511,0.567,0.65,2019,2.528,70,109.14,0,0,0,1,0
Trae Young,20,81,81,30.9,6.5,15.5,1.9,6.0,4.6,9.6,4.2,5.1,0.8,2.9,3.7,8.1,0.9,0.2,3.8,1.7,19.1,0.419,0.317,0.479,0.481,0.824,2019,40.064,77,109.14,0,0,1,0,0
Trey Lyles,23,67,2,20.2,3.2,8.7,0.8,3.4,2.4,5.3,1.3,1.8,1.0,3.2,4.1,2.1,0.5,0.4,1.1,1.8,8.5,0.368,0.235,0.453,0.414,0.722,2019,8.0,76,109.14,0,1,0,0,0
Tristan Thompson,27,43,40,27.9,4.7,8.8,0.0,0.0,4.7,8.8,1.6,2.5,4.0,6.2,10.2,2.0,0.7,0.4,1.4,2.1,10.9,0.534,0.0,0.534,0.534,0.64,2019,3.196,76,109.14,1,0,0,0,0
Troy Brown,19,52,10,14.0,1.9,4.5,0.4,1.3,1.4,3.2,0.6,0.9,0.7,2.1,2.8,1.5,0.4,0.1,0.6,1.1,4.8,0.422,0.308,0.437,0.467,0.667,2019,4.0,71,109.14,0,0,0,1,0
Tyus Jones,22,68,23,22.9,2.7,6.6,0.6,1.9,2.1,4.7,0.9,1.0,0.3,1.6,2.0,4.8,1.2,0.1,0.7,1.1,6.9,0.409,0.316,0.447,0.455,0.9,2019,14.0,74,109.14,0,0,1,0,0
Victor Oladipo,26,36,36,31.9,6.9,16.3,2.1,6.0,4.9,10.3,2.9,3.9,0.6,5.0,5.6,5.2,1.7,0.3,2.3,2.0,18.8,0.423,0.35,0.476,0.488,0.744,2019,9.45,88,109.14,0,0,0,0,1
Wendell Carter,19,44,44,25.2,4.1,8.4,0.1,0.7,4.0,7.7,2.0,2.5,2.0,5.0,7.0,1.8,0.6,1.3,1.5,3.5,10.3,0.488,0.143,0.519,0.494,0.8,2019,13.05,77,109.14,1,0,0,0,0
Wesley Matthews,32,142,140,148.4,16.2,46.9,9.4,27.8,6.9,19.3,8.5,10.3,2.0,9.7,11.6,11.5,3.8,1.5,6.9,9.5,50.2,0.345,0.338,0.358,0.446,0.825,2019,3.196,77,109.14,0,0,0,0,1
Zach Collins,21,93,0,34.8,5.1,10.3,0.9,2.9,4.0,7.4,2.5,3.2,2.4,5.4,7.8,1.8,0.7,2.3,2.3,5.7,13.4,0.495,0.31,0.541,0.539,0.781,2019,7.7,70,109.14,1,0,0,0,0
Zach LaVine,23,63,62,34.5,8.4,18.0,1.9,5.1,6.5,12.9,5.0,6.0,0.6,4.0,4.7,4.5,1.0,0.4,3.4,2.2,23.7,0.467,0.373,0.504,0.519,0.833,2019,40.064,80,109.14,0,0,0,0,1
Zhaire Smith,19,8,2,21.0,2.3,5.7,1.0,2.7,1.3,3.0,1.0,1.3,0.5,1.7,2.2,1.7,0.8,0.3,1.0,1.3,6.7,0.404,0.37,0.433,0.491,0.769,2019,0.116,72,109.14,0,0,0,0,1
Aaron Gordon,24,62,62,32.5,5.4,12.4,1.2,3.8,4.2,8.5,2.4,3.6,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4,0.435,0.316,0.494,0.484,0.667,2020,22.266,81,109.14,0,1,0,0,0
Aaron Holiday,23,70,35,42.5,6.5,13.8,2.3,5.6,4.2,8.2,1.9,2.6,0.6,3.0,3.7,5.9,1.8,0.2,2.3,4.3,17.3,0.471,0.411,0.512,0.554,0.731,2020,2.347,73,109.14,0,0,1,0,0
Admiral Schofield,22,33,2,11.2,1.1,2.8,0.6,1.8,0.5,0.9,0.3,0.5,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,3.0,0.393,0.333,0.556,0.5,0.6,2020,0.56,71,109.14,0,1,0,0,0
